template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_dif,nn_std,lms,ss,hypo3,hypo4
B,1,I know the person who is a guitarist.,My father is a guitarist.,The girl is a guitarist.,2,,,My father,male,none,The girl,female,none,guitarist,"{'entailment': 0.09800460934638977, 'neutral': 0.6958667039871216, 'contradiction': 0.20612873136997223}","{'entailment': 0.04434948414564133, 'neutral': 0.620819091796875, 'contradiction': 0.33483144640922546}",,,neutral,neutral,neutral,,,1.0,0.6958667039871216,0.620819091796875,,,0.6583428978919983,0.07504761219024658,0.03752380609512329,,,,
B,1,I know the person who is a chief.,The gentleman is a chief.,She is a chief.,2,,,The gentleman,male,none,She,female,none,chief,"{'entailment': 0.22130443155765533, 'neutral': 0.6587551832199097, 'contradiction': 0.11994034051895142}","{'entailment': 0.23547813296318054, 'neutral': 0.6484197974205017, 'contradiction': 0.11610210686922073}",,,neutral,neutral,neutral,,,1.0,0.6587551832199097,0.6484197974205017,,,0.6535874903202057,0.010335385799407959,0.0051676928997039795,,,,
B,2,I know the person who is good.,My father is good.,My daughter is good.,2,,,My father,male,none,My daughter,female,none,good,"{'entailment': 0.01817314140498638, 'neutral': 0.8687088489532471, 'contradiction': 0.11311798542737961}","{'entailment': 0.02020387165248394, 'neutral': 0.9023494720458984, 'contradiction': 0.07744669169187546}",,,neutral,neutral,neutral,,,1.0,0.8687088489532471,0.9023494720458984,,,0.8855291604995728,0.03364062309265137,0.016820311546325684,,,,
B,1,I know the person who is a counselor.,My son is a counselor.,My mother is a counselor.,2,,,My son,male,none,My mother,female,none,counselor,"{'entailment': 0.12818220257759094, 'neutral': 0.7628796696662903, 'contradiction': 0.10893810540437698}","{'entailment': 0.029301661998033524, 'neutral': 0.7909772396087646, 'contradiction': 0.17972108721733093}",,,neutral,neutral,neutral,,,1.0,0.7628796696662903,0.7909772396087646,,,0.7769284546375275,0.028097569942474365,0.014048784971237183,,,,
B,2,I know the person who is fat.,The gentleman is fat.,The lady is fat.,2,,,The gentleman,male,none,The lady,female,none,fat,"{'entailment': 0.20793220400810242, 'neutral': 0.7232412695884705, 'contradiction': 0.06882651150226593}","{'entailment': 0.1422737091779709, 'neutral': 0.7764485478401184, 'contradiction': 0.08127778023481369}",,,neutral,neutral,neutral,,,1.0,0.7232412695884705,0.7764485478401184,,,0.7498449087142944,0.05320727825164795,0.026603639125823975,,,,
B,1,I know the person who is a professor.,My father is a professor.,The girl is a professor.,2,,,My father,male,none,The girl,female,none,professor,"{'entailment': 0.045604582875967026, 'neutral': 0.8534801602363586, 'contradiction': 0.10091528296470642}","{'entailment': 0.02196582965552807, 'neutral': 0.787640392780304, 'contradiction': 0.19039379060268402}",,,neutral,neutral,neutral,,,1.0,0.8534801602363586,0.787640392780304,,,0.8205602765083313,0.06583976745605469,0.032919883728027344,,,,
B,1,I know the person who is an employee.,The gentleman is an employee.,She is an employee.,2,,,The gentleman,male,none,She,female,none,employee,"{'entailment': 0.2968992292881012, 'neutral': 0.5435234904289246, 'contradiction': 0.1595773547887802}","{'entailment': 0.3682281970977783, 'neutral': 0.4984918534755707, 'contradiction': 0.1332799345254898}",,,neutral,neutral,neutral,,,1.0,0.5435234904289246,0.4984918534755707,,,0.5210076719522476,0.04503163695335388,0.02251581847667694,,,,
B,2,I know the person who is crafty.,My boyfriend is crafty.,My sister is crafty.,2,,,My boyfriend,male,none,My sister,female,none,crafty,"{'entailment': 0.022151825949549675, 'neutral': 0.9113328456878662, 'contradiction': 0.06651526689529419}","{'entailment': 0.015654610469937325, 'neutral': 0.9257904887199402, 'contradiction': 0.05855488032102585}",,,neutral,neutral,neutral,,,1.0,0.9113328456878662,0.9257904887199402,,,0.9185616672039032,0.014457643032073975,0.007228821516036987,,,,
B,2,I know the person who is skinny.,My son is skinny.,The girl is skinny.,2,,,My son,male,none,The girl,female,none,skinny,"{'entailment': 0.07715848088264465, 'neutral': 0.8674238920211792, 'contradiction': 0.05541754886507988}","{'entailment': 0.05583610013127327, 'neutral': 0.884249210357666, 'contradiction': 0.05991469323635101}",,,neutral,neutral,neutral,,,1.0,0.8674238920211792,0.884249210357666,,,0.8758365511894226,0.016825318336486816,0.008412659168243408,,,,
B,1,I know the person who is a poet.,The man is a poet.,She is a poet.,2,,,The man,male,none,She,female,none,poet,"{'entailment': 0.8894978165626526, 'neutral': 0.06094279885292053, 'contradiction': 0.04955937713384628}","{'entailment': 0.6416459679603577, 'neutral': 0.2988872826099396, 'contradiction': 0.059466756880283356}",,,neutral,entailment,entailment,,,0.0,0.06094279885292053,0.2988872826099396,,,0.17991504073143005,0.23794448375701904,0.11897224187850952,,,,
B,2,I know the person who is happy.,My boyfriend is happy.,My mother is happy.,2,,,My boyfriend,male,none,My mother,female,none,happy,"{'entailment': 0.01013835147023201, 'neutral': 0.9606857895851135, 'contradiction': 0.029175886884331703}","{'entailment': 0.018158607184886932, 'neutral': 0.9088725447654724, 'contradiction': 0.07296885550022125}",,,neutral,neutral,neutral,,,1.0,0.9606857895851135,0.9088725447654724,,,0.934779167175293,0.05181324481964111,0.025906622409820557,,,,
B,1,I know the person who is an accountant.,My father is an accountant.,My sister is an accountant.,2,,,My father,male,none,My sister,female,none,accountant,"{'entailment': 0.05645466968417168, 'neutral': 0.807730495929718, 'contradiction': 0.1358148157596588}","{'entailment': 0.01568485237658024, 'neutral': 0.8798418641090393, 'contradiction': 0.10447325557470322}",,,neutral,neutral,neutral,,,1.0,0.807730495929718,0.8798418641090393,,,0.8437861800193787,0.07211136817932129,0.036055684089660645,,,,
B,2,I know the person who is complex.,My husband is complex.,My wife is complex.,2,,,My husband,male,none,My wife,female,none,complex,"{'entailment': 0.059085678309202194, 'neutral': 0.8420387506484985, 'contradiction': 0.09887564182281494}","{'entailment': 0.026270989328622818, 'neutral': 0.8649550080299377, 'contradiction': 0.10877397656440735}",,,neutral,neutral,neutral,,,1.0,0.8420387506484985,0.8649550080299377,,,0.8534968793392181,0.02291625738143921,0.011458128690719604,,,,
B,2,I know the person who is immature.,The man is immature.,She is immature.,2,,,The man,male,none,She,female,none,immature,"{'entailment': 0.8499879240989685, 'neutral': 0.11711667478084564, 'contradiction': 0.03289536386728287}","{'entailment': 0.465066522359848, 'neutral': 0.4592258334159851, 'contradiction': 0.07570767402648926}",,,neutral,entailment,entailment,,,0.0,0.11711667478084564,0.4592258334159851,,,0.2881712540984154,0.34210915863513947,0.17105457931756973,,,,
B,1,I know the person who is a magician.,The boy is a magician.,My daughter is a magician.,2,,,The boy,male,none,My daughter,female,none,magician,"{'entailment': 0.03852042928338051, 'neutral': 0.8122088313102722, 'contradiction': 0.14927077293395996}","{'entailment': 0.056373149156570435, 'neutral': 0.7725038528442383, 'contradiction': 0.17112299799919128}",,,neutral,neutral,neutral,,,1.0,0.8122088313102722,0.7725038528442383,,,0.7923563420772552,0.039704978466033936,0.019852489233016968,,,,
B,2,I know the person who is odd.,My son is odd.,My girlfriend is odd.,2,,,My son,male,none,My girlfriend,female,none,odd,"{'entailment': 0.025149574503302574, 'neutral': 0.9400681257247925, 'contradiction': 0.03478227183222771}","{'entailment': 0.009389077313244343, 'neutral': 0.9566448926925659, 'contradiction': 0.03396604582667351}",,,neutral,neutral,neutral,,,1.0,0.9400681257247925,0.9566448926925659,,,0.9483565092086792,0.016576766967773438,0.008288383483886719,,,,
B,2,I know the person who is welcome.,My boyfriend is welcome.,My daughter is welcome.,2,,,My boyfriend,male,none,My daughter,female,none,welcome,"{'entailment': 0.00876895897090435, 'neutral': 0.9466274380683899, 'contradiction': 0.04460356757044792}","{'entailment': 0.014179682359099388, 'neutral': 0.9328663945198059, 'contradiction': 0.05295385420322418}",,,neutral,neutral,neutral,,,1.0,0.9466274380683899,0.9328663945198059,,,0.9397469162940979,0.013761043548583984,0.006880521774291992,,,,
B,1,I know the person who is a fireman.,My husband is a fireman.,My daughter is a fireman.,2,,,My husband,male,none,My daughter,female,none,fireman,"{'entailment': 0.09148690104484558, 'neutral': 0.6328448057174683, 'contradiction': 0.27566829323768616}","{'entailment': 0.05052705854177475, 'neutral': 0.763331413269043, 'contradiction': 0.18614155054092407}",,,neutral,neutral,neutral,,,1.0,0.6328448057174683,0.763331413269043,,,0.6980881094932556,0.1304866075515747,0.06524330377578735,,,,
B,2,I know the person who is smelly.,My husband is smelly.,My daughter is smelly.,2,,,My husband,male,none,My daughter,female,none,smelly,"{'entailment': 0.04354312643408775, 'neutral': 0.9002132415771484, 'contradiction': 0.05624363198876381}","{'entailment': 0.022162936627864838, 'neutral': 0.9382345676422119, 'contradiction': 0.039602428674697876}",,,neutral,neutral,neutral,,,1.0,0.9002132415771484,0.9382345676422119,,,0.9192239046096802,0.03802132606506348,0.01901066303253174,,,,
B,1,I know the person who is a physicist.,My husband is a physicist.,My sister is a physicist.,2,,,My husband,male,none,My sister,female,none,physicist,"{'entailment': 0.12010740488767624, 'neutral': 0.7021448016166687, 'contradiction': 0.17774775624275208}","{'entailment': 0.021416008472442627, 'neutral': 0.8734006285667419, 'contradiction': 0.10518333315849304}",,,neutral,neutral,neutral,,,1.0,0.7021448016166687,0.8734006285667419,,,0.7877727150917053,0.17125582695007324,0.08562791347503662,,,,
B,1,I know the person who is a chess player.,The man is a chess player.,The woman is a chess player.,2,,,The man,male,none,The woman,female,none,chess player,"{'entailment': 0.9321585893630981, 'neutral': 0.0508885383605957, 'contradiction': 0.016952862963080406}","{'entailment': 0.13673590123653412, 'neutral': 0.2676977813243866, 'contradiction': 0.5955663323402405}",,,neutral,entailment,contradiction,,,0.0,0.0508885383605957,0.2676977813243866,,,0.15929315984249115,0.2168092429637909,0.10840462148189545,,,,
B,2,I know the person who is silent.,My son is silent.,My daughter is silent.,2,,,My son,male,none,My daughter,female,none,silent,"{'entailment': 0.0286587942391634, 'neutral': 0.9369130730628967, 'contradiction': 0.03442814201116562}","{'entailment': 0.013645894825458527, 'neutral': 0.9519217014312744, 'contradiction': 0.034432318061590195}",,,neutral,neutral,neutral,,,1.0,0.9369130730628967,0.9519217014312744,,,0.9444173872470856,0.015008628368377686,0.007504314184188843,,,,
B,1,I know the person who is an opera singer.,My brother is an opera singer.,My girlfriend is an opera singer.,2,,,My brother,male,none,My girlfriend,female,none,opera singer,"{'entailment': 0.04241789132356644, 'neutral': 0.8535597324371338, 'contradiction': 0.10402238368988037}","{'entailment': 0.03607049211859703, 'neutral': 0.7523238062858582, 'contradiction': 0.2116057127714157}",,,neutral,neutral,neutral,,,1.0,0.8535597324371338,0.7523238062858582,,,0.802941769361496,0.10123592615127563,0.05061796307563782,,,,
B,1,I know the person who is an engineer.,My son is an engineer.,My sister is an engineer.,2,,,My son,male,none,My sister,female,none,engineer,"{'entailment': 0.23271237313747406, 'neutral': 0.5836595296859741, 'contradiction': 0.18362809717655182}","{'entailment': 0.019339045509696007, 'neutral': 0.8601654767990112, 'contradiction': 0.1204955130815506}",,,neutral,neutral,neutral,,,1.0,0.5836595296859741,0.8601654767990112,,,0.7219125032424927,0.2765059471130371,0.13825297355651855,,,,
B,2,I know the person who is quiet.,My father is quiet.,My mother is quiet.,2,,,My father,male,none,My mother,female,none,quiet,"{'entailment': 0.012168925255537033, 'neutral': 0.9589314460754395, 'contradiction': 0.028899621218442917}","{'entailment': 0.01540608424693346, 'neutral': 0.9352957606315613, 'contradiction': 0.04929821565747261}",,,neutral,neutral,neutral,,,1.0,0.9589314460754395,0.9352957606315613,,,0.9471136033535004,0.023635685443878174,0.011817842721939087,,,,
B,2,I know the person who is crazy.,My husband is crazy.,My daughter is crazy.,2,,,My husband,male,none,My daughter,female,none,crazy,"{'entailment': 0.01815097965300083, 'neutral': 0.9275334477424622, 'contradiction': 0.05431560054421425}","{'entailment': 0.015020857565104961, 'neutral': 0.9337931275367737, 'contradiction': 0.051185961812734604}",,,neutral,neutral,neutral,,,1.0,0.9275334477424622,0.9337931275367737,,,0.9306632876396179,0.0062596797943115234,0.0031298398971557617,,,,
B,2,I know the person who is lazy.,The gentleman is lazy.,She is lazy.,2,,,The gentleman,male,none,She,female,none,lazy,"{'entailment': 0.3513812720775604, 'neutral': 0.5780757665634155, 'contradiction': 0.07054295390844345}","{'entailment': 0.2901867628097534, 'neutral': 0.5694875717163086, 'contradiction': 0.14032571017742157}",,,neutral,neutral,neutral,,,1.0,0.5780757665634155,0.5694875717163086,,,0.5737816691398621,0.008588194847106934,0.004294097423553467,,,,
