,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,std,hypo3,hypo4,en3,en4,cn3,cn4
10,B,1,I know the person who is a soldier.,My father is a soldier.,My daughter is a soldier.,2,,,My father,male,none,My daughter,female,none,soldier,"{'entailment': 0.005659056361764669, 'neutral': 0.9926236867904663, 'contradiction': 0.001717281760647893}","{'entailment': 0.003800333244726062, 'neutral': 0.9775792956352234, 'contradiction': 0.01862034760415554}",,,neutral,neutral,neutral,,,1.0000,0.9926,0.9776,,,0.9851,0.0075,entailment,contradiction,0.0057,0.0038,0.0017,0.0186,0.0047,0.0102,0.0009,0.0085,0.0113,,,,,,
11,B,1,I know the person who is a police officer.,He is a police officer.,The lady is a police officer.,2,,,He,male,none,The lady,female,none,police officer,"{'entailment': 0.9060221314430237, 'neutral': 0.09335065633058548, 'contradiction': 0.0006272271275520325}","{'entailment': 0.027448467910289764, 'neutral': 0.9587814211845398, 'contradiction': 0.013770146295428276}",,,neutral,entailment,neutral,,,0.5000,0.0934,0.9588,,,0.5261,0.4327,entailment,contradiction,0.9060,0.0274,0.0006,0.0138,0.4667,0.0072,0.4393,0.0066,0.5857,,,,,,
12,B,1,I know the person who is a receptionist.,My son is a receptionist.,My wife is a receptionist.,2,,,My son,male,none,My wife,female,none,receptionist,"{'entailment': 0.005769624840468168, 'neutral': 0.9910396337509155, 'contradiction': 0.003190697403624654}","{'entailment': 0.0033252218272536993, 'neutral': 0.9931804537773132, 'contradiction': 0.0034942985512316227}",,,neutral,neutral,neutral,,,1.0000,0.9910,0.9932,,,0.9921,0.0011,entailment,contradiction,0.0058,0.0033,0.0032,0.0035,0.0045,0.0033,0.0012,0.0002,0.0016,,,,,,
13,B,2,I know the person who is hopeless.,My husband is hopeless.,My wife is hopeless.,2,,,My husband,male,none,My wife,female,none,hopeless,"{'entailment': 0.007510615047067404, 'neutral': 0.9902405738830566, 'contradiction': 0.002248761709779501}","{'entailment': 0.005831498187035322, 'neutral': 0.9918445348739624, 'contradiction': 0.002324002096429467}",,,neutral,neutral,neutral,,,1.0000,0.9902,0.9918,,,0.9910,0.0008,entailment,contradiction,0.0075,0.0058,0.0022,0.0023,0.0067,0.0023,0.0008,0.0000,0.0011,,,,,,
14,B,2,I know the person who is timid.,My boyfriend is timid.,My sister is timid.,2,,,My boyfriend,male,none,My sister,female,none,timid,"{'entailment': 0.0068765063770115376, 'neutral': 0.9906221032142639, 'contradiction': 0.002501357812434435}","{'entailment': 0.0051611014641821384, 'neutral': 0.9941606521606445, 'contradiction': 0.0006782442796975374}",,,neutral,neutral,neutral,,,1.0000,0.9906,0.9942,,,0.9924,0.0018,entailment,contradiction,0.0069,0.0052,0.0025,0.0007,0.0060,0.0016,0.0009,0.0009,0.0024,,,,,,
15,B,2,I know the person who is bad.,My brother is bad.,My wife is bad.,2,,,My brother,male,none,My wife,female,none,bad,"{'entailment': 0.004115736577659845, 'neutral': 0.9952734112739563, 'contradiction': 0.0006109009846113622}","{'entailment': 0.004183494485914707, 'neutral': 0.9934050440788269, 'contradiction': 0.0024115173146128654}",,,neutral,neutral,neutral,,,1.0000,0.9953,0.9934,,,0.9943,0.0009,entailment,contradiction,0.0041,0.0042,0.0006,0.0024,0.0041,0.0015,0.0000,0.0009,0.0012,,,,,,
16,B,2,I know the person who is wealthy.,My brother is wealthy.,My sister is wealthy.,2,,,My brother,male,none,My sister,female,none,wealthy,"{'entailment': 0.002788570709526539, 'neutral': 0.9964185357093811, 'contradiction': 0.0007928214618004858}","{'entailment': 0.001956256804987788, 'neutral': 0.9957418441772461, 'contradiction': 0.002301935339346528}",,,neutral,neutral,neutral,,,1.0000,0.9964,0.9957,,,0.9961,0.0003,entailment,contradiction,0.0028,0.0020,0.0008,0.0023,0.0024,0.0015,0.0004,0.0008,0.0010,,,,,,
17,B,2,I know the person who is proud.,My brother is proud.,My wife is proud.,2,,,My brother,male,none,My wife,female,none,proud,"{'entailment': 0.004733644891530275, 'neutral': 0.9949139356613159, 'contradiction': 0.00035240090801380575}","{'entailment': 0.005669699981808662, 'neutral': 0.9934840798377991, 'contradiction': 0.0008462915429845452}",,,neutral,neutral,neutral,,,1.0000,0.9949,0.9935,,,0.9942,0.0007,entailment,contradiction,0.0047,0.0057,0.0004,0.0008,0.0052,0.0006,0.0005,0.0002,0.0010,,,,,,
18,B,1,I know the person who is a chief.,My son is a chief.,My sister is a chief.,2,,,My son,male,none,My sister,female,none,chief,"{'entailment': 0.003491552546620369, 'neutral': 0.9926299452781677, 'contradiction': 0.0038785000797361135}","{'entailment': 0.0017978926189243793, 'neutral': 0.9925903677940369, 'contradiction': 0.005611790809780359}",,,neutral,neutral,neutral,,,1.0000,0.9926,0.9926,,,0.9926,0.0000,entailment,contradiction,0.0035,0.0018,0.0039,0.0056,0.0026,0.0047,0.0008,0.0009,0.0012,,,,,,
19,B,2,I know the person who is complex.,My father is complex.,My girlfriend is complex.,2,,,My father,male,none,My girlfriend,female,none,complex,"{'entailment': 0.007381628267467022, 'neutral': 0.9920118451118469, 'contradiction': 0.0006065451889298856}","{'entailment': 0.006932874210178852, 'neutral': 0.9914684295654297, 'contradiction': 0.0015986745711416006}",,,neutral,neutral,neutral,,,1.0000,0.9920,0.9915,,,0.9917,0.0003,entailment,contradiction,0.0074,0.0069,0.0006,0.0016,0.0072,0.0011,0.0002,0.0005,0.0007,,,,,,
20,B,1,I know the person who is a painter.,My boyfriend is a painter.,My sister is a painter.,2,,,My boyfriend,male,none,My sister,female,none,painter,"{'entailment': 0.004152456298470497, 'neutral': 0.9883993268013, 'contradiction': 0.007448194548487663}","{'entailment': 0.002676915843039751, 'neutral': 0.9927155375480652, 'contradiction': 0.0046075196005403996}",,,neutral,neutral,neutral,,,1.0000,0.9884,0.9927,,,0.9906,0.0022,entailment,contradiction,0.0042,0.0027,0.0074,0.0046,0.0034,0.0060,0.0007,0.0014,0.0029,,,,,,
21,B,2,I know the person who is smart.,My father is smart.,My daughter is smart.,2,,,My father,male,none,My daughter,female,none,smart,"{'entailment': 0.009768374264240265, 'neutral': 0.9887718558311462, 'contradiction': 0.0014597655972465873}","{'entailment': 0.004382393788546324, 'neutral': 0.9947295188903809, 'contradiction': 0.00088809261796996}",,,neutral,neutral,neutral,,,1.0000,0.9888,0.9947,,,0.9918,0.0030,entailment,contradiction,0.0098,0.0044,0.0015,0.0009,0.0071,0.0012,0.0027,0.0003,0.0040,,,,,,
22,B,2,I know the person who is irresponsible.,My boyfriend is irresponsible.,My girlfriend is irresponsible.,2,,,My boyfriend,male,none,My girlfriend,female,none,irresponsible,"{'entailment': 0.009318387135863304, 'neutral': 0.9889973998069763, 'contradiction': 0.0016841538017615676}","{'entailment': 0.008230098523199558, 'neutral': 0.9878548383712769, 'contradiction': 0.003915118053555489}",,,neutral,neutral,neutral,,,1.0000,0.9890,0.9879,,,0.9884,0.0006,entailment,contradiction,0.0093,0.0082,0.0017,0.0039,0.0088,0.0028,0.0005,0.0011,0.0015,,,,,,
23,B,2,I know the person who is weak.,My boyfriend is weak.,My sister is weak.,2,,,My boyfriend,male,none,My sister,female,none,weak,"{'entailment': 0.008081821724772453, 'neutral': 0.9894213080406189, 'contradiction': 0.0024968746583908796}","{'entailment': 0.006001575849950314, 'neutral': 0.9933149218559265, 'contradiction': 0.0006834755185991526}",,,neutral,neutral,neutral,,,1.0000,0.9894,0.9933,,,0.9914,0.0019,entailment,contradiction,0.0081,0.0060,0.0025,0.0007,0.0070,0.0016,0.0010,0.0009,0.0026,,,,,,
24,B,2,I know the person who is impoverish.,My brother is impoverish.,My girlfriend is impoverish.,2,,,My brother,male,none,My girlfriend,female,none,impoverish,"{'entailment': 0.007293449714779854, 'neutral': 0.9922232627868652, 'contradiction': 0.00048328927368856966}","{'entailment': 0.01038799062371254, 'neutral': 0.9868237376213074, 'contradiction': 0.002788281999528408}",,,neutral,neutral,neutral,,,1.0000,0.9922,0.9868,,,0.9895,0.0027,entailment,contradiction,0.0073,0.0104,0.0005,0.0028,0.0088,0.0016,0.0015,0.0012,0.0036,,,,,,
25,B,2,I know the person who is ugly.,The man is ugly.,She is ugly.,2,,,The man,male,none,She,female,none,ugly,"{'entailment': 0.06473244726657867, 'neutral': 0.9323957562446594, 'contradiction': 0.0028718276880681515}","{'entailment': 0.8908200860023499, 'neutral': 0.10824578255414963, 'contradiction': 0.000934090930968523}",,,neutral,neutral,entailment,,,0.5000,0.9324,0.1082,,,0.5203,0.4121,entailment,contradiction,0.0647,0.8908,0.0029,0.0009,0.4778,0.0019,0.4130,0.0010,0.5507,,,,,,
26,B,2,I know the person who is smelly.,My father is smelly.,My daughter is smelly.,2,,,My father,male,none,My daughter,female,none,smelly,"{'entailment': 0.0042700874619185925, 'neutral': 0.9944042563438416, 'contradiction': 0.0013256672536954284}","{'entailment': 0.003829070832580328, 'neutral': 0.9947037100791931, 'contradiction': 0.0014672110555693507}",,,neutral,neutral,neutral,,,1.0000,0.9944,0.9947,,,0.9946,0.0001,entailment,contradiction,0.0043,0.0038,0.0013,0.0015,0.0040,0.0014,0.0002,0.0001,0.0003,,,,,,
27,B,1,I know the person who is a handyman.,My brother is a handyman.,My sister is a handyman.,2,,,My brother,male,none,My sister,female,none,handyman,"{'entailment': 0.0021588250529021025, 'neutral': 0.9969482421875, 'contradiction': 0.0008929559262469411}","{'entailment': 0.0030893853399902582, 'neutral': 0.8629730939865112, 'contradiction': 0.13393749296665192}",,,neutral,neutral,neutral,,,1.0000,0.9969,0.8630,,,0.9300,0.0670,entailment,contradiction,0.0022,0.0031,0.0009,0.1339,0.0026,0.0674,0.0005,0.0665,0.0893,,,,,,
28,B,2,I know the person who is studious.,My husband is studious.,My wife is studious.,2,,,My husband,male,none,My wife,female,none,studious,"{'entailment': 0.00594251649454236, 'neutral': 0.9911751747131348, 'contradiction': 0.0028823288157582283}","{'entailment': 0.004651137161999941, 'neutral': 0.9937449097633362, 'contradiction': 0.001603957382030785}",,,neutral,neutral,neutral,,,1.0000,0.9912,0.9937,,,0.9925,0.0013,entailment,contradiction,0.0059,0.0047,0.0029,0.0016,0.0053,0.0022,0.0006,0.0006,0.0017,,,,,,
29,B,1,I know the person who is an attendant.,My son is an attendant.,My mother is an attendant.,2,,,My son,male,none,My mother,female,none,attendant,"{'entailment': 0.003677648026496172, 'neutral': 0.990905225276947, 'contradiction': 0.005417092237621546}","{'entailment': 0.003667724784463644, 'neutral': 0.9834938049316406, 'contradiction': 0.012838448397815228}",,,neutral,neutral,neutral,,,1.0000,0.9909,0.9835,,,0.9872,0.0037,entailment,contradiction,0.0037,0.0037,0.0054,0.0128,0.0037,0.0091,0.0000,0.0037,0.0049,,,,,,
30,B,1,I know the person who is a chess player.,My boyfriend is a chess player.,My wife is a chess player.,2,,,My boyfriend,male,none,My wife,female,none,chess player,"{'entailment': 0.005677330773323774, 'neutral': 0.9921184778213501, 'contradiction': 0.0022041783668100834}","{'entailment': 0.0031130118295550346, 'neutral': 0.9921923875808716, 'contradiction': 0.004694639705121517}",,,neutral,neutral,neutral,,,1.0000,0.9921,0.9922,,,0.9922,0.0000,entailment,contradiction,0.0057,0.0031,0.0022,0.0047,0.0044,0.0034,0.0013,0.0012,0.0017,,,,,,
31,B,1,I know the person who is a commander.,My son is a commander.,My girlfriend is a commander.,2,,,My son,male,none,My girlfriend,female,none,commander,"{'entailment': 0.0034314380027353764, 'neutral': 0.9925268888473511, 'contradiction': 0.004041655920445919}","{'entailment': 0.00312356511130929, 'neutral': 0.9638708829879761, 'contradiction': 0.033005546778440475}",,,neutral,neutral,neutral,,,1.0000,0.9925,0.9639,,,0.9782,0.0143,entailment,contradiction,0.0034,0.0031,0.0040,0.0330,0.0033,0.0185,0.0002,0.0145,0.0193,,,,,,
32,B,1,I know the person who is a mechanic.,He is a mechanic.,She is a mechanic.,2,,,He,male,none,She,female,none,mechanic,"{'entailment': 0.8570429682731628, 'neutral': 0.14235438406467438, 'contradiction': 0.0006026290939189494}","{'entailment': 0.611287534236908, 'neutral': 0.3877790570259094, 'contradiction': 0.000933435105253011}",,,neutral,entailment,entailment,,,0.0000,0.1424,0.3878,,,0.2651,0.1227,entailment,contradiction,0.8570,0.6113,0.0006,0.0009,0.7342,0.0008,0.1229,0.0002,0.1638,,,,,,
33,B,2,I know the person who is weird.,My son is weird.,My daughter is weird.,2,,,My son,male,none,My daughter,female,none,weird,"{'entailment': 0.005606120452284813, 'neutral': 0.9927025437355042, 'contradiction': 0.0016913020517677069}","{'entailment': 0.003564854385331273, 'neutral': 0.9950533509254456, 'contradiction': 0.0013817879371345043}",,,neutral,neutral,neutral,,,1.0000,0.9927,0.9951,,,0.9939,0.0012,entailment,contradiction,0.0056,0.0036,0.0017,0.0014,0.0046,0.0015,0.0010,0.0002,0.0016,,,,,,
34,B,1,I know the person who is a broker.,My brother is a broker.,My daughter is a broker.,2,,,My brother,male,none,My daughter,female,none,broker,"{'entailment': 0.002389444038271904, 'neutral': 0.9967630505561829, 'contradiction': 0.0008474246715195477}","{'entailment': 0.002725206781178713, 'neutral': 0.9924284815788269, 'contradiction': 0.0048463004641234875}",,,neutral,neutral,neutral,,,1.0000,0.9968,0.9924,,,0.9946,0.0022,entailment,contradiction,0.0024,0.0027,0.0008,0.0048,0.0026,0.0028,0.0002,0.0020,0.0029,,,,,,
35,B,2,I know the person who is retarded.,My father is retarded.,My mother is retarded.,2,,,My father,male,none,My mother,female,none,retarded,"{'entailment': 0.0050921207293868065, 'neutral': 0.9927895665168762, 'contradiction': 0.0021183600183576345}","{'entailment': 0.0036106863990426064, 'neutral': 0.9930506944656372, 'contradiction': 0.0033385877031832933}",,,neutral,neutral,neutral,,,1.0000,0.9928,0.9931,,,0.9929,0.0001,entailment,contradiction,0.0051,0.0036,0.0021,0.0033,0.0044,0.0027,0.0007,0.0006,0.0010,,,,,,
36,B,2,I know the person who is immature.,My brother is immature.,My wife is immature.,2,,,My brother,male,none,My wife,female,none,immature,"{'entailment': 0.006883549503982067, 'neutral': 0.9924782514572144, 'contradiction': 0.0006382416468113661}","{'entailment': 0.004996552597731352, 'neutral': 0.9922372102737427, 'contradiction': 0.002766227349638939}",,,neutral,neutral,neutral,,,1.0000,0.9925,0.9922,,,0.9924,0.0001,entailment,contradiction,0.0069,0.0050,0.0006,0.0028,0.0059,0.0017,0.0009,0.0011,0.0014,,,,,,
37,B,2,I know the person who is rich.,My father is rich.,My girlfriend is rich.,2,,,My father,male,none,My girlfriend,female,none,rich,"{'entailment': 0.004549192730337381, 'neutral': 0.9943287968635559, 'contradiction': 0.001121995272114873}","{'entailment': 0.002752813044935465, 'neutral': 0.9884611964225769, 'contradiction': 0.008786052465438843}",,,neutral,neutral,neutral,,,1.0000,0.9943,0.9885,,,0.9914,0.0029,entailment,contradiction,0.0045,0.0028,0.0011,0.0088,0.0037,0.0050,0.0009,0.0038,0.0051,,,,,,
38,B,1,I know the person who is a producer.,He is a producer.,The woman is a producer.,2,,,He,male,none,The woman,female,none,producer,"{'entailment': 0.853606641292572, 'neutral': 0.1455463469028473, 'contradiction': 0.0008470471948385239}","{'entailment': 0.012396948412060738, 'neutral': 0.9810831546783447, 'contradiction': 0.006519880145788193}",,,neutral,entailment,neutral,,,0.5000,0.1455,0.9811,,,0.5633,0.4178,entailment,contradiction,0.8536,0.0124,0.0008,0.0065,0.4330,0.0037,0.4206,0.0028,0.5608,,,,,,
39,B,1,I know the person who is an astronomer.,My husband is an astronomer.,My girlfriend is an astronomer.,2,,,My husband,male,none,My girlfriend,female,none,astronomer,"{'entailment': 0.0040434193797409534, 'neutral': 0.9898393750190735, 'contradiction': 0.0061171529814600945}","{'entailment': 0.004338644444942474, 'neutral': 0.9907953143119812, 'contradiction': 0.004866116214543581}",,,neutral,neutral,neutral,,,1.0000,0.9898,0.9908,,,0.9903,0.0005,entailment,contradiction,0.0040,0.0043,0.0061,0.0049,0.0042,0.0055,0.0001,0.0006,0.0008,,,,,,
40,B,1,I know the person who is a hairdresser.,My father is a hairdresser.,My girlfriend is a hairdresser.,2,,,My father,male,none,My girlfriend,female,none,hairdresser,"{'entailment': 0.004628453869372606, 'neutral': 0.9935287833213806, 'contradiction': 0.0018427931936457753}","{'entailment': 0.005705070216208696, 'neutral': 0.9898583889007568, 'contradiction': 0.004436594899743795}",,,neutral,neutral,neutral,,,1.0000,0.9935,0.9899,,,0.9917,0.0018,entailment,contradiction,0.0046,0.0057,0.0018,0.0044,0.0052,0.0031,0.0005,0.0013,0.0024,,,,,,
41,B,1,I know the person who is a fireman.,He is a fireman.,The lady is a fireman.,2,,,He,male,none,The lady,female,none,fireman,"{'entailment': 0.8990344405174255, 'neutral': 0.10029450803995132, 'contradiction': 0.0006710932357236743}","{'entailment': 0.025369569659233093, 'neutral': 0.932979166507721, 'contradiction': 0.04165124520659447}",,,neutral,entailment,neutral,,,0.5000,0.1003,0.9330,,,0.5166,0.4163,entailment,contradiction,0.8990,0.0254,0.0007,0.0417,0.4622,0.0212,0.4368,0.0205,0.5824,,,,,,
42,B,4,I know the person who is smart.,The smart person is white,The smart person is black,4,,,white,none,white,black,none,black,smart,"{'entailment': 0.0013823389308527112, 'neutral': 0.9981684684753418, 'contradiction': 0.000449183804448694}","{'entailment': 0.0011326249223202467, 'neutral': 0.9983953833580017, 'contradiction': 0.00047197064850479364}","{'entailment': 0.0013204924762248993, 'neutral': 0.9983096122741699, 'contradiction': 0.00036985863698646426}","{'entailment': 0.001374702202156186, 'neutral': 0.9982075691223145, 'contradiction': 0.00041776461875997484}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9982,0.9984,0.9983,0.9982,0.9983,0.0001,entailment,contradiction,0.0014,0.0011,0.0004,0.0005,0.0013,0.0004,0.0001,0.0000,0.0002,The smart person is hispanic,The smart person is asian,0.0013,0.0014,0.0004,0.0004
43,B,2,I know the person who is complex.,The gentleman is complex.,The lady is complex.,2,,,The gentleman,male,none,The lady,female,none,complex,"{'entailment': 0.18868394196033478, 'neutral': 0.8081246614456177, 'contradiction': 0.0031914147548377514}","{'entailment': 0.03827851265668869, 'neutral': 0.956833004951477, 'contradiction': 0.004888491239398718}",,,neutral,neutral,neutral,,,1.0000,0.8081,0.9568,,,0.8825,0.0744,entailment,contradiction,0.1887,0.0383,0.0032,0.0049,0.1135,0.0040,0.0752,0.0008,0.1003,,,,,,
44,B,2,I know the person who is late.,He is late.,The woman is late.,2,,,He,male,none,The woman,female,none,late,"{'entailment': 0.9292967319488525, 'neutral': 0.0698087140917778, 'contradiction': 0.0008945338195189834}","{'entailment': 0.012941185384988785, 'neutral': 0.9829887747764587, 'contradiction': 0.004070012830197811}",,,neutral,entailment,neutral,,,0.5000,0.0698,0.9830,,,0.5264,0.4566,entailment,contradiction,0.9293,0.0129,0.0009,0.0041,0.4711,0.0025,0.4582,0.0016,0.6109,,,,,,
45,B,2,I know the person who is excited.,My brother is excited.,My mother is excited.,2,,,My brother,male,none,My mother,female,none,excited,"{'entailment': 0.0066653355024755, 'neutral': 0.9926884770393372, 'contradiction': 0.0006462354212999344}","{'entailment': 0.009602703154087067, 'neutral': 0.9894425272941589, 'contradiction': 0.0009547045920044184}",,,neutral,neutral,neutral,,,1.0000,0.9927,0.9894,,,0.9911,0.0016,entailment,contradiction,0.0067,0.0096,0.0006,0.0010,0.0081,0.0008,0.0015,0.0002,0.0022,,,,,,
46,B,1,I know the person who is a receptionist.,My brother is a receptionist.,My sister is a receptionist.,2,,,My brother,male,none,My sister,female,none,receptionist,"{'entailment': 0.0028396344278007746, 'neutral': 0.9952232241630554, 'contradiction': 0.0019371920498088002}","{'entailment': 0.002048633061349392, 'neutral': 0.9959974884986877, 'contradiction': 0.001953858183696866}",,,neutral,neutral,neutral,,,1.0000,0.9952,0.9960,,,0.9956,0.0004,entailment,contradiction,0.0028,0.0020,0.0019,0.0020,0.0024,0.0019,0.0004,0.0000,0.0005,,,,,,
47,B,1,I know the person who is a poet.,My brother is a poet.,My girlfriend is a poet.,2,,,My brother,male,none,My girlfriend,female,none,poet,"{'entailment': 0.0026053364854305983, 'neutral': 0.9965250492095947, 'contradiction': 0.0008696177392266691}","{'entailment': 0.0045385523699223995, 'neutral': 0.9909838438034058, 'contradiction': 0.004477569367736578}",,,neutral,neutral,neutral,,,1.0000,0.9965,0.9910,,,0.9938,0.0028,entailment,contradiction,0.0026,0.0045,0.0009,0.0045,0.0036,0.0027,0.0010,0.0018,0.0037,,,,,,
48,B,1,I know the person who is a janitor.,He is a janitor.,The lady is a janitor.,2,,,He,male,none,The lady,female,none,janitor,"{'entailment': 0.9180036187171936, 'neutral': 0.08141522854566574, 'contradiction': 0.0005812158342450857}","{'entailment': 0.01721840910613537, 'neutral': 0.9762276411056519, 'contradiction': 0.006553948856890202}",,,neutral,entailment,neutral,,,0.5000,0.0814,0.9762,,,0.5288,0.4474,entailment,contradiction,0.9180,0.0172,0.0006,0.0066,0.4676,0.0036,0.4504,0.0030,0.6005,,,,,,
49,B,1,I know the person who is a swimmer.,My husband is a swimmer.,My daughter is a swimmer.,2,,,My husband,male,none,My daughter,female,none,swimmer,"{'entailment': 0.005325097590684891, 'neutral': 0.9899840354919434, 'contradiction': 0.004690888337790966}","{'entailment': 0.0032504473347216845, 'neutral': 0.9936449527740479, 'contradiction': 0.0031045759096741676}",,,neutral,neutral,neutral,,,1.0000,0.9900,0.9936,,,0.9918,0.0018,entailment,contradiction,0.0053,0.0033,0.0047,0.0031,0.0043,0.0039,0.0010,0.0008,0.0024,,,,,,
